-0.145619	-1.101978	-1.482571	-1.492256	-2.240515	-2.225383	-2.154640	-0.630475	-1.981736	-1.898199	-1.958011	-1.759711	-1.894229	-1.823788	-1.954598	-1.763653	-1.625243	-1.727600	-1.656975	-1.657503	-1.347089	-1.800746	-1.787508	-1.634060	-1.186448	-1.346133	-1.378420	-1.289800	-1.530988	-1.674262	-1.921322	-0.617589	-1.057259	-0.807004	-1.157005	-1.449695	-1.083694	-0.188529	-0.652496	-0.747869	-0.334871	-0.134645	0.301091	0.123320	0.134726	0.577643	0.867550	0.567348	1.353605	1.831414	1.563386	1.308347	0.671976	0.474902	-1.942231	1.387581	1.496186	2.123085	2.325292	1.995255	0.819085	0.615988	1.740065	1.781377	2.402490	2.858232	2.055658	2.072371	2.082616	2.807763	2.135821	1.935152	2.001214	1.987335	2.601800	2.621755	1.534335	0.663740	-0.726713	-1.828516	2.326447	2.513184	2.660209	2.359759	1.274833	0.367898	-1.214857	2.188146	2.126001	1.753659	1.808300	0.686284	-0.440339	1.910647	1.612662	1.146713	0.340986	0.116854	2.114122	1.823348	0.649763	-0.063750	-0.792013	-1.163816	-1.933515	-2.281564	-0.024951	0.053608	-1.027925	-1.499438	-1.649079	-2.290182	1.157413	-0.477497	-0.210100	-1.399703	-1.380116	-1.600771	0.861817	0.338253	0.052134	-0.663500	-1.093235	-1.764709	0.190408	0.501420	0.703430	0.257880	-1.944812
-0.333866	-1.327160	-1.567611	-1.530254	-2.032305	-1.961114	-1.877430	-0.498177	-1.842433	-1.799729	-1.862784	-1.623120	-1.708650	-1.759820	-1.950705	-1.795635	-1.429341	-1.782148	-1.597912	-1.544898	-1.512879	-1.962554	-1.704825	-1.525462	-1.368268	-1.329551	-1.343893	-1.278820	-1.423872	-1.545625	-1.698706	-0.792842	-1.405394	-0.820493	-1.216581	-1.414540	-0.852899	-0.408973	-0.814596	-0.673401	-0.106514	0.070407	0.186078	0.072332	0.254492	0.756793	1.041595	0.379733	1.144665	1.947098	1.631829	1.510015	0.864012	0.675867	-1.592122	1.034395	1.262895	1.966888	2.313826	2.113070	1.175609	0.913756	1.490014	1.711170	2.419644	2.858687	2.371550	1.829197	1.899165	2.582728	2.268144	1.901950	1.838651	1.808898	2.371258	2.476140	1.584360	0.791421	-0.453276	-1.506449	2.173766	2.256970	2.401883	2.174861	1.321999	0.483401	-1.034855	1.999679	1.921815	1.599786	1.593790	0.688873	-0.323425	1.731106	1.481453	1.023160	0.299287	0.207587	1.762773	1.623739	0.532323	0.090206	-0.716008	-1.050328	-1.698880	-1.825944	-0.061689	-0.068394	-0.981070	-1.391619	-1.455865	-1.883704	1.287559	-0.391590	-0.343045	-1.440437	-1.303990	-1.463491	0.496515	0.251160	-0.160376	-0.870573	-1.011502	-1.744749	-0.129857	0.190908	0.450349	0.031720	-1.665958
-0.389119	-1.145877	-1.281568	-1.211209	-1.543332	-1.481323	-1.546055	-0.581778	-1.249294	-1.429713	-1.510924	-1.295307	-1.351093	-1.383637	-1.674510	-1.525064	-0.998475	-1.509313	-1.341067	-1.296098	-1.324451	-1.666332	-1.336530	-1.318650	-1.313390	-0.986528	-1.154391	-1.139092	-1.325640	-1.382984	-1.550075	-0.709820	-1.639706	-0.707282	-1.200246	-1.384229	-0.849594	-0.330183	-0.777770	-0.585671	-0.010373	0.088528	0.229492	0.201176	0.444562	0.779726	1.047792	0.234849	1.053643	1.797576	1.511604	1.437408	0.820247	0.525839	-1.412738	1.060315	1.142047	1.681123	2.100518	1.895026	1.137880	0.888495	1.242772	1.542107	2.042402	2.513670	2.260170	1.458088	1.601387	2.127430	1.962461	1.544374	1.539702	1.520253	1.850554	1.989192	1.393682	0.624749	-0.371072	-1.283277	1.794459	1.826351	1.972072	1.699800	1.102175	0.375667	-0.939844	1.650484	1.593460	1.357316	1.195444	0.466679	-0.337195	1.438453	1.273254	0.863014	0.196881	0.129920	1.293441	1.428736	0.322835	0.007249	-0.678997	-0.931449	-1.348553	-1.326706	-0.215237	0.001130	-0.967179	-1.246885	-1.200438	-1.366212	1.284231	-0.302040	-0.392787	-1.378135	-1.105167	-1.187028	0.320152	0.217511	-0.261691	-0.924618	-0.657302	-1.509667	-0.237699	0.075954	0.302052	-0.022012	-1.437931
-0.242242	-0.554456	-0.697025	-0.622717	-0.884105	-0.887211	-1.177953	-0.580480	-0.507747	-0.845965	-0.914214	-0.806815	-0.916946	-0.780668	-1.159900	-0.979169	-0.558472	-0.965150	-0.935740	-0.954698	-0.815619	-1.003904	-0.804318	-1.034480	-0.946149	-0.508538	-0.884334	-0.903368	-1.232735	-1.188692	-1.424567	-0.424970	-1.540990	-0.579633	-1.094752	-1.366300	-1.034748	-0.047545	-0.608109	-0.552781	-0.116379	-0.089718	0.313517	0.360522	0.531420	0.574066	0.835784	0.138166	0.944437	1.452022	1.238237	1.080506	0.553178	0.171636	-1.380731	1.304497	1.086589	1.477242	1.734457	1.432465	0.765319	0.575853	0.947804	1.277792	1.531370	1.950153	1.769150	0.990517	1.204765	1.600080	1.362048	0.978467	1.092240	1.094623	1.180580	1.296538	1.024365	0.314186	-0.414121	-1.113431	1.225435	1.242790	1.364273	1.156651	0.716242	0.176389	-0.871592	1.144422	1.110932	0.995321	0.733306	0.151526	-0.415120	1.033201	0.915005	0.626387	-0.004885	-0.074647	0.739339	1.097984	0.039438	-0.236073	-0.638480	-0.764640	-0.932435	-0.868832	-0.397357	0.107912	-1.043097	-1.048152	-0.914609	-0.852073	1.064091	-0.323205	-0.351692	-1.107774	-0.762926	-0.797804	0.340461	0.283334	-0.218367	-0.658022	-0.194283	-1.031170	-0.116305	0.115008	0.298731	0.086168	-1.242811
-0.025305	0.055467	-0.147661	-0.091769	-0.285912	-0.335978	-0.755921	-0.314728	-0.022639	-0.273013	-0.258065	-0.282829	-0.489435	-0.226223	-0.608378	-0.400665	-0.329641	-0.374373	-0.483838	-0.574710	-0.255389	-0.311585	-0.314875	-0.701297	-0.423565	-0.147580	-0.628791	-0.634836	-1.050084	-0.908808	-1.189794	-0.139103	-1.133759	-0.481605	-0.901212	-1.280252	-1.151568	0.191998	-0.405369	-0.591326	-0.303552	-0.284523	0.283874	0.368049	0.410405	0.280346	0.527355	0.044239	0.694827	1.125556	0.939416	0.652516	0.248193	-0.100970	-1.349631	1.381250	1.004251	1.468424	1.364005	0.950539	0.329754	0.212994	0.560727	0.975046	1.258952	1.408531	1.140737	0.516272	0.795908	1.169889	0.783964	0.447665	0.580903	0.597433	0.598570	0.668226	0.635955	0.078566	-0.449416	-0.888665	0.647499	0.635908	0.710174	0.754561	0.353381	0.025594	-0.751400	0.579131	0.553700	0.562932	0.333758	-0.073229	-0.454529	0.575805	0.460731	0.343456	-0.255769	-0.264192	0.170839	0.624804	-0.228519	-0.379719	-0.599361	-0.561493	-0.544658	-0.468132	-0.476615	0.131684	-1.176576	-0.809864	-0.641783	-0.413218	0.692301	-0.464499	-0.284469	-0.696977	-0.393825	-0.424645	0.387130	0.393274	-0.133863	-0.241313	0.122019	-0.500700	0.049250	0.136461	0.331756	0.214817	-0.993764
0.080427	0.283233	0.073478	0.117100	0.045702	0.033861	-0.321908	0.015202	0.087239	0.061573	0.204591	0.109708	-0.114718	0.048068	-0.217705	-0.033035	-0.314867	0.026909	-0.097498	-0.226272	0.108290	0.097507	-0.032641	-0.377507	-0.013965	-0.030006	-0.456960	-0.400279	-0.724510	-0.527421	-0.804596	-0.008669	-0.670249	-0.391184	-0.656893	-1.036139	-0.981505	0.215584	-0.227000	-0.620614	-0.376398	-0.291029	0.124692	0.187561	0.145463	0.128403	0.316390	-0.063019	0.347528	0.995823	0.740739	0.402876	0.109655	-0.126543	-1.199630	1.045586	0.842945	1.528952	1.119403	0.627738	0.079941	0.013117	0.151895	0.714836	1.276402	1.041309	0.606977	0.152569	0.495028	0.892401	0.431733	0.118501	0.168149	0.178465	0.249415	0.280502	0.359418	0.004619	-0.421140	-0.605311	0.281432	0.194829	0.232298	0.506971	0.130290	-0.058105	-0.588717	0.131799	0.106296	0.185364	0.052268	-0.135717	-0.411799	0.205751	0.085417	0.100463	-0.434515	-0.321525	-0.271168	0.224116	-0.391891	-0.234953	-0.563675	-0.386997	-0.296518	-0.166096	-0.455452	0.056559	-1.185038	-0.573563	-0.433106	-0.113114	0.349914	-0.601066	-0.274856	-0.364057	-0.165869	-0.213993	0.347327	0.437530	-0.118071	0.016724	0.191869	-0.188272	0.077458	0.069428	0.292267	0.231777	-0.678288
0.039997	0.104051	-0.009222	0.052377	0.088542	0.187319	0.021257	0.058129	0.041095	0.119572	0.353803	0.280515	0.186387	0.038515	-0.024698	0.089957	-0.317195	0.167351	0.151384	0.023487	0.246384	0.176725	0.040426	-0.128312	0.127647	-0.090640	-0.381500	-0.228655	-0.325096	-0.119159	-0.390118	-0.023131	-0.393556	-0.278086	-0.411439	-0.622757	-0.545961	0.053429	-0.066317	-0.518812	-0.241761	-0.062825	-0.034889	-0.040310	-0.071884	0.220492	0.299407	-0.134629	0.075379	1.032887	0.668175	0.393509	0.181947	0.013690	-0.946418	0.433995	0.616818	1.389214	0.986110	0.462292	0.043315	-0.026992	-0.138727	0.519113	1.235339	0.794354	0.224918	-0.051509	0.334958	0.687626	0.238750	-0.045918	-0.056195	-0.054372	0.075973	0.081713	0.187790	-0.009134	-0.389258	-0.395948	0.191237	0.017452	0.053927	0.274443	0.016850	-0.149748	-0.474295	-0.081330	-0.099798	-0.032241	-0.125458	-0.112272	-0.326457	0.027353	-0.073188	-0.038873	-0.446735	-0.247068	-0.459502	0.148435	-0.417220	0.111098	-0.501743	-0.292306	-0.245132	-0.039720	-0.455903	-0.082990	-0.906197	-0.377723	-0.316250	-0.001557	0.230234	-0.599709	-0.304793	-0.250829	-0.126347	-0.191635	0.292425	0.371057	-0.158993	0.016969	0.147348	-0.175369	-0.020907	0.025537	0.212961	0.138219	-0.413948
-0.033664	-0.175497	-0.110322	-0.010189	0.006086	0.202875	0.203491	-0.257824	0.075227	0.054324	0.281292	0.276712	0.393432	-0.096672	0.051521	0.107588	-0.199928	0.152104	0.253497	0.143384	0.270857	0.114211	0.048069	0.017922	0.055355	-0.175521	-0.360560	-0.099026	0.015898	0.201520	-0.114271	-0.069391	-0.339293	-0.141437	-0.186609	-0.126229	-0.054533	-0.142556	0.104018	-0.250358	0.024643	0.264126	-0.082385	-0.138758	-0.089447	0.445350	0.407866	-0.117295	0.011313	1.034934	0.639759	0.474270	0.334077	0.121824	-0.700990	-0.066712	0.386446	0.921084	0.826652	0.323853	0.070534	-0.065455	-0.228444	0.339294	0.813623	0.506012	-0.076795	-0.148180	0.220315	0.450225	0.015066	-0.192499	-0.159019	-0.128530	-0.083992	-0.098880	0.022729	-0.099846	-0.419865	-0.373227	0.223959	0.022183	0.078929	-0.018594	-0.074331	-0.278098	-0.458972	-0.111956	-0.114115	-0.083608	-0.219800	-0.104085	-0.250580	-0.001507	-0.038532	-0.073146	-0.297264	-0.126147	-0.414516	0.410305	-0.313914	0.378168	-0.392587	-0.261620	-0.338046	-0.100008	-0.551984	-0.243269	-0.408975	-0.234340	-0.263684	-0.053735	0.398596	-0.465940	-0.249912	-0.262033	-0.153558	-0.235347	0.336747	0.250834	-0.161268	-0.058273	0.172702	-0.276183	-0.096443	0.118722	0.211085	0.042101	-0.327106
-0.037985	-0.282422	0.000149	0.117411	-0.018667	0.189004	0.247533	-0.617360	0.169082	0.026682	0.166658	0.216993	0.479344	-0.234248	0.055992	0.123833	-0.065257	0.112419	0.245315	0.154052	0.235917	0.087736	0.130670	0.081386	-0.061986	-0.193609	-0.329876	0.022745	0.221773	0.371008	-0.030200	-0.076429	-0.364119	-0.003652	0.023521	0.321001	0.303313	-0.259313	0.273530	0.075905	0.266850	0.509394	-0.039667	-0.054516	0.068571	0.599615	0.496633	-0.023076	0.136834	0.841969	0.552331	0.463557	0.411940	0.102555	-0.548910	-0.186915	0.224742	0.314528	0.540361	0.121815	0.038474	-0.201444	-0.149464	0.143309	0.143759	0.110735	-0.339584	-0.206879	0.039857	0.165203	-0.302801	-0.393084	-0.258086	-0.156955	-0.314092	-0.344643	-0.181685	-0.267999	-0.480221	-0.479989	0.181389	0.024642	0.084079	-0.267926	-0.164360	-0.368048	-0.478684	-0.113312	-0.103806	-0.047739	-0.224345	-0.113973	-0.181015	-0.020313	0.049618	-0.034297	-0.074143	-0.028130	-0.309497	0.734283	-0.101951	0.380117	-0.268127	-0.235562	-0.443309	-0.231080	-0.679889	-0.342075	0.040170	-0.130761	-0.207801	-0.149930	0.703034	-0.330960	-0.037587	-0.183921	-0.094849	-0.198883	0.438166	0.156932	-0.080636	-0.001115	0.301197	-0.245065	-0.063861	0.276209	0.315730	0.028013	-0.397542
0.026927	-0.198307	0.282032	0.360567	0.056858	0.194278	0.220702	-0.651816	0.158034	0.061071	0.105707	0.175593	0.434588	-0.347752	-0.030732	0.112312	-0.097070	0.081295	0.178246	0.111976	0.109858	0.102301	0.296774	0.100535	-0.085193	-0.165047	-0.246313	0.136724	0.314237	0.405477	-0.052553	-0.060806	-0.325735	0.105563	0.207522	0.606538	0.479819	-0.280667	0.383389	0.295222	0.380438	0.590002	0.001689	0.117053	0.236851	0.572646	0.477585	0.089443	0.330320	0.496012	0.375025	0.318316	0.377666	0.021735	-0.488853	-0.002110	0.172669	-0.082391	0.178778	-0.105908	-0.042995	-0.383921	-0.001928	-0.022992	-0.311005	-0.288470	-0.526664	-0.220698	-0.201222	-0.104227	-0.608743	-0.595792	-0.365809	-0.215740	-0.565097	-0.594459	-0.364453	-0.394213	-0.481129	-0.538509	0.032992	-0.100061	-0.073808	-0.326071	-0.209693	-0.345826	-0.431201	-0.175086	-0.172559	-0.017364	-0.146917	-0.073501	-0.082901	-0.105042	0.076902	0.044711	0.119372	0.040080	-0.307462	0.815932	0.177153	0.202115	-0.182353	-0.177864	-0.448286	-0.278570	-0.732143	-0.258681	0.248024	-0.044834	-0.100194	-0.158667	0.844783	-0.284667	0.226543	0.052432	0.075491	-0.047449	0.425649	0.110575	0.036435	0.187587	0.433379	-0.026586	0.018953	0.317363	0.417596	0.079920	-0.467226
