Category	Segment number	Segment Good	Eye Blinks	Eye Movements	Bad Channels
Lag2Baseline	1	true	false	false	56, 113
Lag2Baseline	2	true	false	false	56, 113
Lag2Baseline	3	true	false	false	56
Lag2Baseline	4	true	false	false	56
Lag2Baseline	5	true	false	false	56
Lag2Baseline	6	true	false	false	56, 107
Lag2Baseline	7	true	false	false	5, 56, 107
Lag2Baseline	8	false	true	false	5, 8, 25, 56, 107, 114
Lag2Baseline	9	true	false	false	56
Lag2Baseline	10	true	false	false	5, 56
Lag2Baseline	11	true	false	false	56, 107
Lag2Baseline	12	true	false	false	56, 63
Lag2Baseline	13	true	false	false	56
Lag2Baseline	14	true	false	false	5, 56
Lag2Baseline	15	true	false	false	56
Lag2Baseline	16	true	false	false	56, 107
Lag2Baseline	17	true	false	false	56
Lag2Baseline	18	true	false	false	56, 107
Lag2Baseline	19	true	false	false	56
Lag2Baseline	20	true	false	false	29, 56
Lag2Baseline	21	true	false	false	56, 63, 107, 120
Lag2Baseline	22	true	false	false	56
Lag2Baseline	23	true	false	false	56
Lag2Baseline	24	true	false	false	5, 56, 63, 120
Lag2Baseline	25	true	false	false	56
Lag2Baseline	26	true	false	false	5, 56, 63
Lag2Baseline	27	true	false	false	56
Lag2Baseline	28	true	false	false	56, 63
Lag2Baseline	29	true	false	false	56, 63, 120
Lag2Baseline	30	true	false	false	5, 29, 56
Lag2Baseline	31	true	false	false	56
Lag2Baseline	32	true	false	false	5, 29, 56
Lag2Baseline	33	true	false	false	63, 120
Lag2Baseline	34	true	false	false	29, 107, 120
Lag2Baseline	35	true	false	false	120
Lag2Baseline	36	true	false	false	120
Lag2Baseline	37	true	false	false	120
Lag2Baseline	38	true	false	false	63, 107, 120
Lag2Baseline	39	true	false	false	29
Lag2Baseline	40	true	false	false	120
Lag2Baseline	41	true	false	false	5, 63, 107, 120
Lag2Baseline	42	true	false	false	120
Lag2Baseline	43	true	false	false	120
Lag2Baseline	44	true	false	false	120
Lag2Baseline	45	true	false	false	99, 120
Lag2Baseline	46	true	false	false	99, 120
Lag2Baseline	47	true	false	false	120
Lag2Baseline	48	true	false	false
Lag2Baseline	49	true	false	false	120
Lag2Baseline	50	false	true	false	88, 107, 120, 126
Lag2Baseline	51	true	false	false	63, 120
Lag2Baseline	52	true	false	false	120
Lag2Baseline	53	true	false	false	120
Lag2Baseline	54	true	false	false	120
Lag2Baseline	55	true	false	false	120
Lag2Baseline	56	true	false	false	120
Lag2Baseline	57	true	false	false	120
Lag2Baseline	58	true	false	false	5, 120
Lag2Baseline	59	true	false	false	113, 120
Lag2Baseline	60	true	false	false	113, 120
Lag2Baseline	61	true	false	false	63, 120
Lag2Baseline	62	true	false	false	10, 63, 120
Lag2Baseline	63	true	false	false	120
Lag2Baseline	64	true	false	false	120
Lag2Baseline	65	true	false	false	5, 10, 34, 63, 113, 120
Lag2Baseline	66	true	false	false	5, 10, 113, 120
Lag2Baseline	67	true	false	false	5, 10, 63, 120
Lag2Baseline	68	true	false	false	5, 10, 63, 120
Lag2Baseline	69	true	false	false	120
Lag2Baseline	70	true	false	false	63, 120
Lag2Baseline	71	true	false	false	5, 20, 113, 120, 122
Lag2Baseline	72	true	false	false	5, 120
Lag2Baseline	73	true	false	false	29, 120
Lag2Baseline	74	true	false	false	114, 120
Lag2Baseline	75	true	false	false	120
Lag2Baseline	76	true	false	false	5, 10, 30, 35, 63, 76, 120
Lag2Baseline	77	true	false	false	5, 10, 120
Lag2Baseline	78	true	false	false	5, 10, 20, 29, 63, 68, 120
Lag2Baseline	79	true	false	false	120
Lag2Baseline	80	true	false	false	5, 10, 63, 120
Lag2Baseline	81	true	false	false	5, 10, 63, 107, 120
Lag2Baseline	82	true	false	false	5, 10, 29, 36, 37, 63, 107, 120
Lag2Baseline	83	true	false	false	30, 63, 107, 120
Lag2Baseline	84	true	false	false	63, 120
Lag2Baseline	85	true	false	false	5, 10, 63, 107, 120
Lag2Baseline	86	true	false	false	63, 120
Lag2Baseline	87	true	false	false	5, 63, 99, 107, 120
Lag2Baseline	88	true	false	false	5, 63, 120
Lag2Baseline	89	true	false	false	63, 120
Lag2Baseline	90	true	false	false	5, 63, 120
Lag2Baseline	91	true	false	false	5, 63, 107, 120
Lag2Baseline	92	true	false	false	5, 10, 35, 36, 63, 106, 120
Lag2Baseline	93	false	true	false	5, 7, 10, 29, 35, 36, 37, 63, 76, 99, 106, 120, 126
Lag2Baseline	94	true	false	false	5, 7, 63, 68, 106, 107, 120
Lag2Baseline	95	true	false	false	5, 7, 63, 120
Lag2Baseline	96	true	false	false	5, 10, 63, 106, 120
Lag2Baseline	97	true	false	false	5, 63, 120
Lag2Baseline	98	true	false	false	5, 63, 120
Lag2Baseline	99	true	false	false	5, 10, 63, 106, 120, 127
Lag2Baseline	100	true	false	false	5, 63, 120
Lag2Neutral	1	true	false	false	56
Lag2Neutral	2	true	false	false	56, 113
Lag2Neutral	3	true	false	false	56
Lag2Neutral	4	true	false	false	56, 107
Lag2Neutral	5	true	false	false	56, 107, 113
Lag2Neutral	6	true	false	false	56, 118
Lag2Neutral	7	true	false	false	5, 56
Lag2Neutral	8	true	false	false	56
Lag2Neutral	9	true	false	false	5, 56, 107
Lag2Neutral	10	true	false	false	56
Lag2Neutral	11	true	false	false	56
Lag2Neutral	12	true	false	false	56, 63
Lag2Neutral	13	true	false	false	56
Lag2Neutral	14	true	false	false	56
Lag2Neutral	15	true	false	false	56, 63
Lag2Neutral	16	true	false	false	56, 107
Lag2Neutral	17	true	false	false	56, 107
Lag2Neutral	18	true	false	false	56
Lag2Neutral	19	true	false	false	56
Lag2Neutral	20	true	false	false	56
Lag2Neutral	21	true	false	false	5, 29, 56
Lag2Neutral	22	true	false	false	56
Lag2Neutral	23	true	false	false	5, 56
Lag2Neutral	24	true	false	false	29, 56
Lag2Neutral	25	true	false	false	5, 56, 120
Lag2Neutral	26	true	false	false	5, 56
Lag2Neutral	27	true	false	false	56
Lag2Neutral	28	true	false	false	5, 56, 120
Lag2Neutral	29	true	false	false	29, 56
Lag2Neutral	30	true	false	false	29, 56, 63, 120
Lag2Neutral	31	true	false	false	56
Lag2Neutral	32	true	false	false
Lag2Neutral	33	true	false	false
Lag2Neutral	34	true	false	false	120
Lag2Neutral	35	true	false	false	63, 120
Lag2Neutral	36	true	false	false	63, 120
Lag2Neutral	37	true	false	false	120
Lag2Neutral	38	true	false	false
Lag2Neutral	39	true	false	false
Lag2Neutral	40	true	false	false	120
Lag2Neutral	41	true	false	false	107, 120
Lag2Neutral	42	true	false	false	113, 120
Lag2Neutral	43	true	false	false	120
Lag2Neutral	44	true	false	false	120
Lag2Neutral	45	true	false	false	120
Lag2Neutral	46	true	false	false	120
Lag2Neutral	47	true	false	false	113, 120
Lag2Neutral	48	true	false	false	113, 120
Lag2Neutral	49	true	false	false	120
Lag2Neutral	50	true	false	false	5, 10, 63, 120
Lag2Neutral	51	true	false	false	120
Lag2Neutral	52	true	false	false	120
Lag2Neutral	53	true	false	false	99, 120
Lag2Neutral	54	true	false	false	34, 120
Lag2Neutral	55	true	false	false	113, 120
Lag2Neutral	56	true	false	false	120
Lag2Neutral	57	true	false	false	120
Lag2Neutral	58	true	false	false	5, 63, 120
