Category	Segment number	Segment Good	Eye Blinks	Eye Movements	Bad Channels
Lag2Baseline	1	true	false	false	49, 56
Lag2Baseline	2	false	true	false	8, 25, 49, 56, 113
Lag2Baseline	3	false	true	false	25, 32, 49, 56
Lag2Baseline	4	true	false	false	49, 56, 113
Lag2Baseline	5	true	false	false	49, 56, 113
Lag2Baseline	6	true	false	false	49, 56, 113
Lag2Baseline	7	true	false	false	25, 49, 56
Lag2Baseline	8	true	false	false	49, 56
Lag2Baseline	9	true	false	false	49, 56
Lag2Baseline	10	true	false	false	49, 56
Lag2Baseline	11	true	false	false	56
Lag2Baseline	12	true	false	false	56
Lag2Baseline	13	true	false	false	49, 56
Lag2Baseline	14	true	false	false	49, 56
Lag2Baseline	15	true	false	false	49, 56
Lag2Baseline	16	true	false	false	56
Lag2Baseline	17	false	true	false	2, 3, 8, 9, 10, 14, 15, 16, 17, 21, 25, 49, 56, 67, 97, 118
Lag2Baseline	18	true	false	false	48, 49, 56, 120
Lag2Baseline	19	true	false	false	56
Lag2Baseline	20	false	true	false	8, 9, 14, 25, 49, 56, 67
Lag2Baseline	21	true	false	false	9, 48, 49, 56, 63, 67
Lag2Baseline	22	true	false	false	14, 25, 49, 56, 67
Lag2Baseline	23	true	false	false	48, 49, 56, 67
Lag2Baseline	24	true	false	false	49, 56, 67
Lag2Baseline	25	false	true	false	8, 14, 15, 17, 21, 22, 25, 49, 56, 67
Lag2Baseline	26	false	true	false	14, 17, 21, 25, 48, 49, 56, 67
Lag2Baseline	27	true	false	false	49, 56, 67
Lag2Baseline	28	true	false	false	49, 56, 67
Lag2Baseline	29	true	false	false	48, 49, 56, 60, 67, 92, 97
Lag2Baseline	30	true	false	false	49, 56, 67
Lag2Baseline	31	true	false	false	49, 56, 67
Lag2Baseline	32	true	false	false	49, 56, 67
Lag2Baseline	33	true	false	false	3, 9, 10, 14, 48, 49, 56, 63, 67, 118
Lag2Baseline	34	true	false	false	49, 56, 63, 67
Lag2Baseline	35	true	false	false	48, 49, 56, 57, 60, 63, 67, 88
Lag2Baseline	36	true	false	false	14, 25, 48, 49, 56, 63, 67
Lag2Baseline	37	true	false	false	48, 49, 56, 63, 67
Lag2Baseline	38	true	false	false	48, 49, 56, 63, 67, 119, 124, 127
Lag2Baseline	39	true	false	false	48, 49, 56, 60, 63, 67, 103
Lag2Baseline	40	true	false	false	49, 56, 67
Lag2Baseline	41	true	false	false	48, 49, 56, 63, 67
Lag2Baseline	42	true	false	false	48, 49, 56, 63, 67
Lag2Baseline	43	true	false	false	48, 49, 56, 57, 60, 63, 67
Lag2Baseline	44	true	false	false	48, 49, 56, 67
Lag2Baseline	45	true	false	false	48, 49, 56, 67
Lag2Baseline	46	true	false	false	25, 49, 56, 67
Lag2Baseline	47	false	true	false	9, 14, 15, 17, 21, 22, 25, 48, 49, 56, 57, 60, 63, 67, 84
Lag2Baseline	48	false	true	true	2, 3, 8, 9, 14, 15, 16, 17, 18, 21, 22, 23, 25, 26, 48, 49, 56, 57, 60, 63, 67, 88, 120, 127, 128
Lag2Baseline	49	false	true	false	25, 48, 49, 56, 67
Lag2Baseline	50	false	true	false	8, 9, 10, 14, 15, 17, 21, 22, 25, 26, 48, 49, 56, 60, 67
Lag2Baseline	51	false	true	false	14, 25, 48, 49, 56, 67
Lag2Baseline	52	true	false	false	9, 48, 49, 56, 63, 67
Lag2Baseline	53	true	false	false	48, 49, 56, 67
Lag2Baseline	54	true	false	false	48, 49, 56, 67
Lag2Baseline	55	true	false	false	48, 49, 56, 67
Lag2Baseline	56	true	false	false	48, 49, 56, 63, 67
Lag2Baseline	57	true	false	false	48, 49, 56, 60, 67
Lag2Baseline	58	false	false	false	8, 9, 48, 49, 56, 57, 60, 63, 67, 74, 77, 81, 88, 101
Lag2Baseline	59	true	false	false	48, 49, 56, 57, 60, 63, 67
Lag2Baseline	60	true	false	false	48, 49, 56, 57, 60, 63, 67, 88
