Category	Segment number	Segment Good	Eye Blinks	Eye Movements	Bad Channels
Lag2Baseline	1	true	false	false
Lag2Baseline	2	false	true	false	8, 9, 14, 15, 17, 21, 25, 57
Lag2Baseline	3	false	true	false	8, 9, 14, 15, 17, 21, 25, 57
Lag2Baseline	4	true	false	false	57
Lag2Baseline	5	false	true	false	14, 25, 57
Lag2Baseline	6	true	false	false	57, 119
Lag2Baseline	7	true	false	false	57, 107
Lag2Baseline	8	false	false	false	1, 45, 49, 57, 63, 67, 74, 99, 107, 114, 119, 120
Lag2Baseline	9	true	false	false	57, 107, 119
Lag2Baseline	10	true	false	false	57, 107, 119
Lag2Baseline	11	true	false	false	57, 107, 119
Lag2Baseline	12	true	false	false	57, 119
Lag2Baseline	13	true	false	false	57, 107, 119
Lag2Baseline	14	true	false	false	57, 107, 119
Lag2Baseline	15	true	false	false	5, 57, 107, 119
Lag2Baseline	16	true	false	false	57, 107
Lag2Baseline	17	true	false	false	49, 57, 74, 107, 119
Lag2Baseline	18	true	false	false	49, 57, 107, 119
Lag2Baseline	19	false	true	false	8, 14, 25, 57, 107, 119
Lag2Baseline	20	false	true	false	8, 14, 17, 21, 25, 57, 107, 119
Lag2Baseline	21	true	false	false	45, 46, 49, 57, 63, 99, 107, 119
Lag2Baseline	22	true	false	false	57, 107, 119
Lag2Baseline	23	false	true	false	8, 14, 15, 17, 21, 25, 49, 57, 107, 113, 119
Lag2Baseline	24	true	false	false	57, 107, 113, 119
Lag2Baseline	25	true	false	false	57, 107, 119
Lag2Baseline	26	true	false	false	57, 107, 119
Lag2Baseline	27	false	true	false	2, 3, 8, 9, 10, 11, 14, 15, 16, 17, 18, 19, 21, 22, 23, 25, 26, 32, 57, 107, 119, 126, 127
Lag2Baseline	28	true	false	false	57, 107, 119
Lag2Baseline	29	false	true	false	8, 9, 10, 14, 15, 17, 21, 22, 25, 26, 57, 107, 113, 119
Lag2Baseline	30	true	false	false	57, 107, 113, 119
Lag2Baseline	31	false	true	false	2, 3, 4, 8, 9, 10, 11, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 32, 57, 107, 119, 126, 127
Lag2Baseline	32	true	false	false	57, 107, 119
Lag2Baseline	33	false	true	false	8, 9, 10, 14, 15, 16, 17, 18, 21, 22, 25, 26, 45, 57, 107, 119
Lag2Baseline	34	true	false	false	57, 107, 113
Lag2Baseline	35	true	false	false	45, 57, 107, 119
Lag2Baseline	36	true	false	false	57, 107
Lag2Baseline	37	true	false	false	57, 107, 119
Lag2Baseline	38	true	false	false	41, 57, 107, 119
Lag2Baseline	39	true	false	false	41, 57, 107, 119
Lag2Baseline	40	true	false	false	41, 57, 63, 74, 81, 82, 107
Lag2Baseline	41	true	false	false	41, 46, 56, 57, 107
Lag2Baseline	42	true	false	false	46, 57, 107, 114
Lag2Baseline	43	false	true	false	8, 9, 14, 15, 17, 21, 22, 25, 41, 46, 57, 107, 114
Lag2Baseline	44	false	true	false	3, 8, 9, 10, 11, 14, 15, 16, 17, 18, 19, 21, 22, 23, 25, 26, 41, 45, 46, 57, 107, 119, 126, 127
Lag2Baseline	45	true	false	false	41, 46, 57, 74, 107
Lag2Baseline	46	true	false	false	41, 46, 57, 99, 107
Lag2Baseline	47	true	false	false	41, 57, 99, 107
Lag2Baseline	48	true	false	false	41, 45, 46, 57, 64, 107
Lag2Baseline	49	true	false	false	41, 45, 46, 57, 74, 107
Lag2Baseline	50	false	true	false	8, 9, 10, 14, 15, 16, 17, 18, 19, 21, 22, 23, 25, 26, 32, 41, 46, 57, 74, 107, 119, 126, 127
Lag2Baseline	51	true	false	false	41, 46, 57, 64, 74, 99, 107
Lag2Baseline	52	true	false	false	41, 46, 57, 64, 74, 107
Lag2Baseline	53	false	true	false	8, 9, 10, 14, 15, 16, 17, 18, 19, 21, 22, 23, 25, 26, 41, 45, 46, 49, 57, 64, 107, 119
Lag2Baseline	54	false	true	false	8, 9, 14, 15, 17, 21, 22, 25, 26, 41, 46, 57, 74, 107
Lag2Baseline	55	true	false	false	41, 46, 57, 62, 74, 107
Lag2Baseline	56	true	false	false	41, 45, 46, 57, 74, 107
Lag2Baseline	57	false	true	false	8, 14, 17, 21, 22, 25, 41, 45, 46, 57, 62, 63, 74, 84, 107, 113, 114, 119
Lag2Baseline	58	true	false	false	41, 45, 46, 57, 63, 64, 74, 107, 119
Lag2Baseline	59	false	true	false	3, 8, 9, 10, 14, 15, 16, 17, 18, 19, 21, 22, 23, 25, 26, 41, 45, 46, 49, 57, 64, 74, 84, 107, 114, 119, 126, 127
Lag2Baseline	60	false	true	false	3, 8, 9, 10, 14, 15, 16, 17, 18, 19, 21, 22, 23, 25, 26, 32, 35, 36, 41, 45, 46, 49, 56, 57, 64, 74, 82, 89, 90, 94, 102, 107, 114, 119, 126, 127
Lag2Baseline	61	false	true	false	3, 8, 9, 10, 14, 15, 16, 17, 18, 21, 22, 23, 25, 26, 32, 41, 46, 57, 63, 64, 73, 74, 81, 82, 102, 105, 107, 119, 126, 127
Lag2Baseline	62	false	true	false	3, 8, 9, 10, 11, 14, 15, 16, 17, 18, 19, 21, 22, 23, 25, 26, 32, 41, 45, 46, 57, 74, 102, 107, 114, 119, 126, 127
Lag2Baseline	63	true	false	false	35, 41, 46, 57, 74, 107, 119
Lag2Baseline	64	false	true	false	8, 9, 10, 14, 15, 16, 17, 18, 21, 22, 23, 25, 26, 41, 46, 57, 64, 74, 102, 107, 114, 119
Lag2Baseline	65	true	false	false	41, 46, 57, 74, 107
Lag2Baseline	66	false	true	false	2, 3, 8, 9, 10, 14, 15, 16, 17, 18, 21, 22, 23, 25, 26, 41, 46, 57, 74, 107
Lag2Baseline	67	false	true	false	3, 8, 9, 10, 14, 15, 16, 17, 18, 19, 21, 22, 23, 25, 26, 32, 35, 36, 41, 45, 46, 48, 49, 57, 63, 64, 73, 74, 81, 82, 102, 107, 114, 119, 125, 126, 127, 128
Lag2Baseline	68	false	true	false	3, 8, 9, 10, 11, 14, 15, 16, 17, 18, 19, 21, 22, 23, 25, 26, 32, 41, 45, 46, 49, 56, 57, 63, 74, 99, 107, 119, 126, 127
Lag2Baseline	69	false	false	false	35, 36, 41, 45, 46, 49, 56, 57, 62, 63, 64, 67, 74, 80, 84, 90, 91, 95, 96, 97, 98, 99, 102, 103, 106, 107, 114, 119
