Category	Segment number	Segment Good	Eye Blinks	Eye Movements	Bad Channels
Lag2Baseline	1	true	false	false	44, 45, 57, 63, 99, 113
Lag2Baseline	2	true	false	false	8, 44, 45, 57, 63, 99, 113
Lag2Baseline	3	true	false	false	44, 45, 57, 63, 99, 113
Lag2Baseline	4	true	false	false	44, 45, 57, 63, 99, 113
Lag2Baseline	5	true	false	false	44, 45, 57, 63, 99, 113
Lag2Baseline	6	true	false	false	40, 42, 44, 45, 57, 63, 99, 101, 113
Lag2Baseline	7	true	false	false	44, 45, 57, 63, 99, 113
Lag2Baseline	8	true	false	false	44, 45, 57, 63, 99, 113
Lag2Baseline	9	true	false	false	42, 44, 45, 57, 63, 99, 113
Lag2Baseline	10	true	false	false	44, 45, 57, 63, 99, 113
Lag2Baseline	11	true	false	false	44, 57, 63, 99, 113
Lag2Baseline	12	true	false	false	44, 45, 57, 63, 99, 113
Lag2Baseline	13	true	false	false	44, 57, 63, 99, 113
Lag2Baseline	14	true	false	false	40, 44, 45, 57, 63, 99, 113
Lag2Baseline	15	true	false	false	44, 45, 57, 63, 99, 113
Lag2Baseline	16	true	false	false	44, 45, 57, 63, 99, 113
Lag2Baseline	17	true	false	false	44, 45, 57, 63, 99, 113
Lag2Baseline	18	true	false	false	44, 45, 57, 63, 99, 113
Lag2Baseline	19	true	false	false	45, 57, 63, 99, 113
Lag2Baseline	20	true	false	false	45, 57, 63, 99, 113
Lag2Baseline	21	true	false	false	17, 45, 50, 57, 63, 94, 99, 113
Lag2Baseline	22	true	false	false	45, 50, 57, 63, 99, 113
Lag2Baseline	23	true	false	false	45, 50, 57, 63, 99, 113
Lag2Baseline	24	true	false	false	45, 50, 57, 63, 99, 113
Lag2Baseline	25	true	false	false	45, 50, 57, 63, 99, 113
Lag2Baseline	26	true	false	false	45, 50, 57, 63, 99, 109, 113
Lag2Baseline	27	true	false	false	45, 50, 57, 63, 99, 113
Lag2Baseline	28	true	false	false	45, 50, 57, 63, 64, 99, 113
Lag2Baseline	29	true	false	false	45, 50, 57, 63, 99, 113
Lag2Baseline	30	true	false	false	45, 50, 57, 63, 99, 113, 122
Lag2Baseline	31	true	false	false	45, 50, 57, 63, 99, 113
Lag2Baseline	32	true	false	false	45, 50, 57, 63, 64, 99, 113
Lag2Baseline	33	true	false	false	45, 50, 57, 63, 99, 113
Lag2Baseline	34	true	false	false	45, 50, 57, 63, 99, 113
Lag2Baseline	35	true	false	false	45, 50, 57, 63, 99, 113
Lag2Baseline	36	true	false	false	45, 50, 57, 63, 99, 113
Lag2Baseline	37	true	false	false	45, 50, 57, 63, 99, 113
Lag2Baseline	38	true	false	false	45, 50, 57, 58, 63, 64, 99, 101, 113
Lag2Baseline	39	true	false	false	45, 50, 57, 63, 64, 69, 99, 101, 113, 122
Lag2Baseline	40	true	false	false	45, 50, 57, 58, 63, 64, 99, 113
Lag2Baseline	41	false	false	false	45, 47, 50, 57, 58, 63, 64, 90, 99, 101, 113
Lag2Baseline	42	true	false	false	45, 50, 57, 58, 63, 64, 99, 113
Lag2Baseline	43	false	false	false	45, 50, 57, 58, 63, 64, 90, 99, 101, 113, 122
Lag2Baseline	44	true	false	false	45, 50, 57, 58, 63, 64, 99, 113
Lag2Baseline	45	false	false	false	45, 47, 50, 51, 57, 58, 63, 64, 75, 99, 101, 113, 122, 123
Lag2Baseline	46	false	false	false	45, 50, 57, 58, 63, 64, 90, 99, 101, 102, 113
Lag2Baseline	47	true	false	false	45, 50, 57, 58, 63, 64, 99, 101, 113
Lag2Baseline	48	false	false	false	35, 45, 50, 57, 58, 63, 64, 75, 90, 99, 101, 102, 113
Lag2Baseline	49	true	false	false	45, 50, 57, 58, 63, 64, 99, 101, 102, 113
Lag2Baseline	50	false	false	false	35, 45, 50, 57, 58, 63, 64, 75, 90, 99, 101, 102, 113, 122
Lag2Baseline	51	true	false	false	45, 50, 57, 58, 63, 64, 99, 101, 113
Lag2Baseline	52	false	false	false	35, 45, 50, 57, 58, 63, 64, 75, 99, 101, 102, 113
Lag2Baseline	53	false	false	false	35, 45, 47, 50, 57, 58, 63, 64, 75, 89, 99, 101, 102, 113
Lag2Baseline	54	false	false	false	45, 50, 57, 58, 63, 64, 75, 89, 99, 101, 113
Lag2Baseline	55	false	false	false	20, 35, 45, 50, 51, 57, 58, 63, 64, 75, 82, 89, 99, 101, 102, 113
Lag2Baseline	56	false	false	false	35, 45, 47, 50, 51, 57, 58, 63, 64, 75, 90, 99, 101, 113
Lag2Baseline	57	false	false	false	35, 36, 45, 47, 50, 51, 52, 57, 58, 63, 64, 75, 82, 90, 99, 101, 113
Lag2Baseline	58	true	false	false	45, 50, 57, 58, 63, 64, 75, 99, 101, 113
Lag2Baseline	59	true	false	false	35, 45, 50, 57, 58, 63, 64, 99, 101, 113
Lag2Baseline	60	false	false	false	35, 45, 47, 50, 51, 52, 57, 58, 63, 64, 75, 82, 90, 96, 99, 101, 102, 113
Lag2Baseline	61	false	false	false	35, 36, 39, 40, 45, 47, 50, 57, 58, 63, 64, 74, 75, 79, 81, 82, 88, 90, 96, 99, 100, 101, 113, 122, 123
Lag2Baseline	62	false	false	false	35, 39, 40, 45, 46, 47, 50, 51, 52, 57, 58, 63, 64, 74, 75, 79, 82, 90, 96, 97, 99, 100, 101, 102, 113, 122, 123
Lag2Baseline	63	false	false	false	35, 39, 45, 47, 50, 57, 58, 63, 64, 75, 82, 96, 99, 101, 113, 123
Lag2Baseline	64	false	false	false	35, 36, 39, 40, 45, 46, 47, 50, 51, 52, 57, 58, 63, 64, 74, 75, 79, 82, 90, 96, 99, 100, 101, 102, 113, 122, 123
Lag2Baseline	65	false	false	false	35, 39, 45, 47, 50, 51, 57, 58, 63, 64, 75, 82, 96, 99, 101, 113, 122, 123
Lag2Baseline	66	false	false	false	35, 39, 45, 47, 50, 52, 57, 58, 63, 64, 74, 75, 82, 96, 99, 100, 101, 102, 113, 123
Lag2Baseline	67	false	false	false	35, 39, 45, 47, 50, 57, 58, 63, 64, 75, 82, 96, 99, 101, 102, 113, 123
Lag2Baseline	68	false	false	false	35, 39, 40, 45, 46, 47, 50, 51, 52, 57, 58, 63, 64, 75, 81, 82, 90, 96, 99, 100, 101, 108, 113, 123
Lag2Baseline	69	false	false	false	35, 39, 45, 47, 50, 57, 58, 63, 64, 75, 81, 82, 96, 99, 100, 101, 113, 123
Lag2Baseline	70	false	false	false	35, 39, 45, 46, 47, 50, 51, 52, 57, 58, 63, 64, 74, 75, 82, 90, 96, 99, 100, 101, 113, 122, 123
Lag2Baseline	71	false	false	false	35, 39, 45, 46, 47, 50, 51, 52, 57, 58, 63, 64, 74, 75, 81, 82, 90, 96, 99, 100, 101, 102, 108, 113, 122, 123
Lag2Baseline	72	false	false	false	35, 39, 45, 46, 47, 50, 57, 58, 63, 64, 75, 82, 96, 99, 100, 101, 108, 113, 123
Lag2Baseline	73	false	false	false	35, 39, 40, 45, 46, 47, 50, 51, 52, 57, 58, 63, 64, 74, 75, 82, 96, 99, 101, 102, 108, 113, 123
Lag2Baseline	74	false	false	false	35, 39, 45, 46, 47, 50, 51, 52, 57, 58, 63, 64, 75, 82, 90, 96, 99, 100, 101, 108, 113, 123
Lag2Baseline	75	false	false	false	35, 39, 45, 46, 47, 50, 57, 58, 63, 64, 75, 82, 90, 96, 99, 100, 101, 102, 108, 113, 123
Lag2Baseline	76	false	false	false	35, 36, 39, 40, 45, 46, 47, 50, 51, 52, 57, 58, 63, 64, 71, 74, 75, 76, 81, 82, 90, 96, 99, 100, 101, 102, 108, 113, 122, 123
Lag2Baseline	77	false	false	false	35, 39, 40, 45, 46, 47, 50, 51, 52, 57, 58, 63, 64, 74, 75, 82, 89, 90, 96, 99, 100, 101, 102, 108, 113, 123
Lag2Baseline	78	false	false	false	35, 39, 45, 46, 47, 50, 52, 57, 58, 63, 64, 75, 82, 89, 96, 99, 100, 101, 102, 108, 113, 123
Lag2Baseline	79	false	false	false	39, 45, 46, 47, 50, 57, 58, 63, 64, 75, 82, 89, 96, 99, 101, 108, 113, 123
Lag2Baseline	80	false	false	false	35, 36, 39, 40, 45, 46, 47, 50, 51, 52, 57, 58, 63, 64, 74, 75, 76, 81, 82, 90, 96, 99, 100, 101, 102, 108, 113, 123
Lag2Baseline	81	false	false	false	35, 36, 39, 40, 45, 46, 47, 50, 52, 57, 58, 63, 64, 74, 75, 76, 81, 82, 90, 96, 99, 100, 101, 102, 108, 113, 122, 123
Lag2Baseline	82	false	false	false	35, 39, 45, 46, 47, 50, 52, 57, 58, 63, 64, 74, 75, 82, 90, 96, 99, 100, 101, 102, 108, 123
Lag2Baseline	83	false	false	false	35, 39, 45, 46, 47, 50, 57, 58, 63, 64, 75, 82, 96, 99, 100, 101, 108, 123
Lag2Baseline	84	false	false	false	35, 39, 40, 45, 46, 47, 50, 52, 57, 58, 63, 64, 74, 75, 82, 90, 96, 97, 99, 100, 101, 102, 108, 113, 117, 123
Lag2Baseline	85	false	false	false	28, 35, 36, 39, 40, 45, 46, 47, 50, 51, 52, 57, 58, 63, 64, 74, 75, 76, 82, 90, 96, 97, 99, 100, 101, 102, 108, 113, 117, 122, 123
Lag2Baseline	86	false	false	false	35, 36, 39, 40, 45, 46, 47, 50, 51, 52, 57, 58, 63, 64, 74, 75, 82, 96, 97, 99, 100, 101, 102, 108, 113, 123
Lag2Baseline	87	false	false	false	35, 36, 39, 40, 45, 46, 47, 50, 51, 52, 57, 58, 63, 64, 74, 75, 76, 81, 82, 90, 96, 99, 100, 101, 102, 108, 113, 122, 123
Lag2Baseline	88	false	false	false	35, 39, 40, 45, 46, 47, 50, 57, 58, 63, 64, 74, 75, 82, 96, 99, 100, 101, 108, 113, 123
Lag2Baseline	89	false	false	false	35, 39, 45, 46, 47, 50, 52, 57, 58, 63, 64, 74, 75, 82, 96, 99, 100, 101, 102, 108, 123
Lag2Baseline	90	false	false	false	35, 39, 40, 45, 46, 47, 50, 57, 58, 63, 64, 74, 75, 82, 96, 99, 101, 108, 123
Lag2Baseline	91	false	false	false	28, 35, 39, 40, 45, 46, 47, 50, 51, 52, 57, 58, 63, 64, 74, 75, 76, 82, 96, 99, 100, 101, 102, 108, 113, 123
Lag2Baseline	92	false	false	false	35, 36, 39, 40, 45, 46, 47, 50, 51, 52, 57, 58, 63, 64, 71, 74, 75, 76, 79, 81, 82, 90, 96, 99, 100, 101, 102, 108, 113, 123
Lag2Baseline	93	false	false	false	35, 39, 42, 45, 46, 47, 50, 57, 58, 63, 64, 74, 75, 82, 96, 99, 101, 102, 108, 123
Lag2Baseline	94	false	false	false	35, 39, 40, 45, 46, 47, 50, 57, 58, 63, 64, 74, 75, 82, 96, 99, 100, 101, 102, 108, 113, 123
Lag2Baseline	95	false	false	false	7, 20, 24, 28, 29, 35, 36, 37, 39, 40, 45, 46, 47, 50, 51, 52, 55, 57, 58, 59, 63, 64, 71, 74, 75, 76, 78, 79, 80, 81, 82, 84, 86, 89, 90, 96, 99, 100, 101, 102, 106, 108, 113, 117, 122, 123, 124
